"alias_id","alias","provider_id","mapped_product","product_id"
13097,tame. mtbe,,MTBE,1872
13124,termiinal de repsolgasoil,,Gasoil,1510
13125,termiinal de repsolgasolina 95,,"95 Gasoline",1024
13126,termiinal de repsolgasolina 98,,"98 Gasoline",1030
27717,U.G 97R,,"97 Gasoline",1028
13131,terminal de repsoletbe,,ETBE,1470
13134,terminal de repsolnafta,,Naphtha,1886
13138,terminal repsoletbe,,ETBE,1470
13142,tert-amyl methyl ether (tame),,TAME,2276
13162,t-lcn / alkylate,,Alkylate,1060
28782,AVIGAS,,Aviation Gasoline,1138
27718,UPLP,,Gasoline,1534
98173,ulsd (ultra lo,,Ultra Low Sulfur Diesel,2326
13226,trubo a1,,Jet A-1,1646
13230,turbine fuel,,Jet,1644
13231,turbo,,Jet A-1,1646
13232,turbo 01,,Jet A-1,1646
13233,turbosina,,Jet A-1,1646
13234,turbosina - diesel,,Diesel,1394
13235,turbosina & diesel,,Jet,1644
13236,turbosina y diesel,,Diesel,1394
13237,type i (mdo),,Marine Diesel,1806
13310,"ulsd, mogas",,Clean petroleum products,1328
13243,u-g,,Gasoline,1534
13244,u.g,,Gasoline,1534
13245,ug,,Gasoline,1534
13246,u-g/10ppm g.o,,Ultra Low Sulfur Diesel,2326
13247,ugo,,Gasoil,1510
13248,uk bob,,Gasoline,1534
13249,uk bob gasoline,,Eurobob,1480
13250,UKBOB GASOLINE,,Gasoline,1534
13251,ukbob summer spec,,Eurobob,1480
13252,UKBOB WINTER GASOLINE,,Gasoline,1534
13253,UKBOB WINTER SPEC,,Gasoline,1534
13255,UK RBOB,,RBOB,2092
13258,ulds,,Ultra Low Sulfur Diesel,2326
13259,U/L GASOLINE,,Gasoline,1534
13260,u/l gasoline 150 ppm,,Gasoline,1534
13261,u/l gasoline 50ppm,,Gasoline,1534
13262,u/l gasoline 50 ppm,,Gasoline,1534
13263,u/l gasoline 91 ron,,"91 Gasoline",1018
13264,u/l gasoline 92 ron,,"92 Gasoline",1020
13265,U/L GASOLINE 95 RON -10PPM,,"95 Gasoline",1024
13266,ULMS,,Gasoline,1534
13267,ulnl,,Gasoline,1534
13268,ulp,,Gasoline,1534
13269,u.l.p,,Gasoline,1534
13270,ulp91,,Gasoline,1534
13271,ulp-91,,"91 Gasoline",1018
13272,ulp 91r,,"91 Gasoline",1018
13273,ulpgasoline,,Gasoline,1534
13274,ulp(gasoline),,Gasoline,1534
13275,uls,,Ultra Low Sulfur Diesel,2326
13276,u.l.s.d.,,Ultra Low Sulfur Diesel,2326
13280,ulsd10ppm,,Ultra Low Sulfur Diesel,2326
13281,ulsd 10ppm,,Ultra Low Sulfur Diesel,2326
13282,ulsd 10 ppm,,Ultra Low Sulfur Diesel,2326
13283,ULSD 10PPM,,Ultra Low Sulfur Diesel,2326
13284,ULSD 10 PPM,,Ultra Low Sulfur Diesel,2326
13285,ulsd 10 ppm gasoil,,Ultra Low Sulfur Diesel,2326
13287,ulsd 10 ppm sin hvo,,Ultra Low Sulfur Diesel,2326
13288,ulsd 10ppm uk spec,,Ultra Low Sulfur Diesel,2326
13289,ulsd +15 add lub,,Ultra Low Sulfur Diesel,2326
13290,ULSD +15 ADD LUB,,Ultra Low Sulfur Diesel,2326
13291,ulsd +15 no lub,,Ultra Low Sulfur Diesel,2326
13292,ULSD +15 NO LUB,,Ultra Low Sulfur Diesel,2326
13293,ulsd -16 add lub,,Ultra Low Sulfur Diesel,2326
13294,ULSD -16 ADD LUB,,Ultra Low Sulfur Diesel,2326
13295,ulsd -16 no lub,,Ultra Low Sulfur Diesel,2326
13296,ulsd -20 add lub,,Ultra Low Sulfur Diesel,2326
13297,ULSD -20 ADD LUB,,Ultra Low Sulfur Diesel,2326
13298,ulsd -22 (add lub),,Ultra Low Sulfur Diesel,2326
13299,ULSD -22 (ADD LUB),,Ultra Low Sulfur Diesel,2326
13300,ULSD AD10,,Ultra Low Sulfur Diesel,2326
13301,ulsd b0,,Ultra Low Sulfur Diesel,2326
13302,ulsd b7,,Ultra Low Sulfur Diesel,2326
13303,ulsdgasoil,,Ultra Low Sulfur Diesel,2326
13304,ulsd(gasoil),,Ultra Low Sulfur Diesel,2326
13305,uls diesel,,Ultra Low Sulfur Diesel,2326
13306,uls diesel +,,Ultra Low Sulfur Diesel,2326
13307,ULS DIESEL,,Ultra Low Sulfur Diesel,2326
13308,ULS DIESEL +/- 5%,,Ultra Low Sulfur Diesel,2326
13309,ulsd-jet,,Middle Distillates,1846
13311,ulsd(mogas),,Ultra Low Sulfur Diesel,2326
13312,ulsd(ptc),,Ultra Low Sulfur Diesel,2326
13313,ulsd summer spec,,Ultra Low Sulfur Diesel,2326
13314,ulsd uk summer,,Ultra Low Sulfur Diesel,2326
13315,ulsd -ultra low sulphur diesel,,Ultra Low Sulfur Diesel,2326
13316,ULSD - Ultra Low Sulphur Diesel,,Ultra Low Sulfur Diesel,2326
13317,ulsd (valero),,Ultra Low Sulfur Diesel,2326
13318,ulsd winter spec,,Ultra Low Sulfur Diesel,2326
13319,ulsd winter unmarked,,Ultra Low Sulfur Diesel,2326
13321,ulsgo,,Ultra Low Sulfur Diesel,2326
13323,ulsp,,Gasoline,1534
13324,ULSP,,Gasoline,1534
13325,ULSP UK BOB,,Gasoline,1534
13326,ultra diesel,,Ultra Low Sulfur Diesel,2326
13327,ultra low diesel,,Ultra Low Sulfur Diesel,2326
27458,Unleaded Mogas,4316,Gasoline,1534
13330,ultra low sulfur diesel 10,,Ultra Low Sulfur Diesel,2326
13331,ultra low sulfur gasoil,,Ultra Low Sulfur Diesel,2326
13332,ultra low sulfur gas oil,,Ultra Low Sulfur Diesel,2326
13333,ultra low sulphur,,Ultra Low Sulfur Diesel,2326
13334,ultra low sulphur diesel,,Ultra Low Sulfur Diesel,2326
13335,ultra-low sulphur diesel,,Ultra Low Sulfur Diesel,2326
13336,Ultra Low Sulphur Diesel,,Ultra Low Sulfur Diesel,2326
13337,ultra low sulphur diesel (ad10) +,,Ultra Low Sulfur Diesel,2326
13338,ULTRA LOW SULPHUR DIESEL (AD10/FAME FREE) MAX,,Ultra Low Sulfur Diesel,2326
13339,ultra low sulphur diesel high sulfur diesel,,Diesel,1394
13340,ultra low sulphur diesel/jet,,Ultra Low Sulfur Diesel,2326
13341,ultra low sulphur diesel (ulsd),,Ultra Low Sulfur Diesel,2326
13342,ultra low sulphur gasoil,,Ultra Low Sulfur Diesel,2326
13343,ultra low sulphur gasoil (ulsgo),,Ultra Low Sulfur Diesel,2326
13344,Ultra Low Sulphur Gasoil (ULSGO),,Ultra Low Sulfur Diesel,2326
13345,ultra low sulphur kerosene,,Ultra Low Sulfur Kerosene,2332
27885,Gasoline- 90 RON,,"90 Gasoline",1016
13359,ultra sulphur diesel,,Ultra Low Sulfur Diesel,2326
13360,ultrslfrdsl,,Ultra Low Sulfur Diesel,2326
13361,UltrSlfrDsl,,Ultra Low Sulfur Diesel,2326
13362,uml,,Gasoline,1534
13363,UML,,Gasoline,1534
13364,umns,,Gasoline,1534
13365,ums,,Gasoline,1534
13366,UMS,,Gasoline,1534
13367,ums - gasoline,,Gasoline,1534
13369,ums (oxy free),,Gasoline,1534
13370,UMS (PU10),,Gasoline,1534
13371,ums+ref,,Gasoline,1534
13372,ums+tame,,Gasoline,1534
13373,ums - unleaded motor spirit,,Gasoline,1534
13374,um+tame,,TAME,2276
13375,u+mtbe,,Gasoline,1534
13376,un1202 diesel fuel,,Diesel,1394
13380,undenatured ethanol,,Ethanol,1474
13381,Undenatured Ethanol,,Ethanol,1474
13382,undenatured ethyl alcohol,,Ethanol,1474
13385,undenatured hydrous extra neutral alcohol,,Ethanol,1474
13390,undleaded motor spirit,,Gasoline,1534
13391,UNDYED GASOIL,,Gasoil,1510
13392,UNDYED MARINE GAS OIL,,Marine Diesel,1806
13393,UNDYED MARINE GASOIL (WINTER GRADE/FAME FREE),,Marine Diesel,1806
13395,unileaded gasoline 92 ron,,"92 Gasoline",1020
13396,unl,,Gasoline,1534
13397,unldmotorspr,,Gasoline,1534
13398,unldmotorsprt,,Gasoline,1534
13399,UnldMotorSprt,,Gasoline,1534
13400,unleaded,,Gasoline,1534
13401,Unleaded,,Gasoline,1534
13402,unleaded 91 (ulp91),,"91 Gasoline",1018
13403,Unleaded 95 Summer,,"95 Gasoline",1024
13404,unleaded g,,Gasoline,1534
13405,unleaded gasoil,,Gasoil,1510
13406,unleaded gasoile,,Gasoline,1534
27506,LSGO,,Low Sulfur Gasoil,1764
27886,"91 RON",,"91 Gasoline",1018
13407,unleaded gasoline,,Gasoline,1534
13408,UNLEADED GASOLINE,,Gasoline,1534
13409,unleaded gasoline 150ppm,,Gasoline,1534
13410,unleaded gasoline 150 ppm,,Gasoline,1534
13411,unleaded gasoline 150 ppm sulphur,,Gasoline,1534
13412,UNLEADED GASOLINE 150 PPM SULPHUR,,Gasoline,1534
13413,unleaded gasoline 50ppm,,Gasoline,1534
13414,unleaded gasoline 50 ppm,,Gasoline,1534
13415,unleaded gasoline 50 ppm sulphur,,Gasoline,1534
13416,UNLEADED GASOLINE 50 PPM SULPHUR,,Gasoline,1534
13417,unleaded gasoline 87 ron,,"87 Gasoline",1010
13418,unleaded gasoline 88 ron,,"88 Gasoline",1012
13419,unleaded gasoline 90 ron,,"90 Gasoline",1016
13420,unleaded gasoline 91r,,"91 Gasoline",1018
13421,unleaded gasoline 91 ron,,"91 Gasoline",1018
13422,Unleaded Gasoline 91 RON,,"91 Gasoline",1018
13423,unleaded gasoline 92ron,,"92 Gasoline",1020
13424,unleaded gasoline 92 ron,,"92 Gasoline",1020
13425,Unleaded Gasoline 92 RON,,"92 Gasoline",1020
13426,unleaded gasoline 95,,"95 Gasoline",1024
13427,unleaded gasoline 95r,,"95 Gasoline",1024
13428,unleaded gasoline 95ron,,"95 Gasoline",1024
13432,unleaded gasoline 98 ron,,"98 Gasoline",1030
13433,Unleaded Gasoline 98 RON,,"98 Gasoline",1030
13434,unleaded gasoline 99 ron,,"98 Gasoline",1030
13435,unleaded gasoline a-92,,"92 Gasoline",1020
13436,unleaded gasoline (b grade),,Gasoline,1534
13437,Unleaded Gasoline (B Grade),,Gasoline,1534
13438,unleaded gasoline motor spirit,,Gasoline,1534
13439,unleaded gasolinemotor spirit,,Gasoline,1534
13440,unleaded gasoline motor spriit,,Gasoline,1534
13441,unleaded gasoline premium,,Gasoline,1534
13442,unleaded gasoline ron 90,,"90 Gasoline",1016
13443,unleaded gasoline ron 92,,"92 Gasoline",1020
13444,"unleaded gasoline,ron93",,"93 Gasoline",1022
13445,"unleaded gasoline, ron93",,"93 Gasoline",1022
13446,unleaded gasoline ron 95,,"95 Gasoline",1024
13447,unleaded gasoline ron 95 gasoline,,"95 Gasoline",1024
13448,unleaded m,,Gasoline,1534
13449,unleaded mogas 95,,"95 Gasoline",1024
13450,Unleaded Mogas 95,,"95 Gasoline",1024
13451,unleaded motor spirit,,Gasoline,1534
13452,UNLEADED MOTOR SPIRIT,,Gasoline,1534
13453,UNLEADED MOTOR SPIRIT (PU10/ETHANOL FREE) MAX,,Gasoline,1534
13455,UNLEADED M/S,,Gasoline,1534
13456,UNLEADED M/S +/- 5%,,Gasoline,1534
13457,unleaded petrol (ulp),,Gasoline,1534
13458,unleaded petrol (ulp) 91 (50 ppm),,"91 Gasoline",1018
13459,unleaded sulphur diesel,,Diesel,1394
13460,unlead gasoline,,Gasoline,1534
13461,unleaed gasoline,,Gasoline,1534
13462,unl.gaoline,,Gasoline,1534
13463,unl.gasoline,,Gasoline,1534
13464,unl mogas 91 ron,,"91 Gasoline",1018
13465,unl mogas 98 ron,,"98 Gasoline",1030
13466,"un lote de 120,000 brls de dies",,Diesel,1394
13467,"un lote de 45,000 brls de gasol",,Gasoil,1510
13468,"un lote de 50,000 brls de gasol",,Gasoil,1510
13469,"un lote de 52,000 brls de gasol",,Gasoil,1510
13470,"un lote de 55,000 brls de diese",,Diesel,1394
13471,"un lote de 55,000 brls de gasol",,Gasoil,1510
13472,"un lote de 65,000 brls de gasol",,Gasoil,1510
13473,"un lote de 73,000 brls de diese",,Diesel,1394
13474,"un lote de 80,000 brls de diese",,Diesel,1394
13475,"un lote de 80,000 brls de gasol",,Gasoil,1510
13476,"un lote de 84,000 brls de diese",,Diesel,1394
13477,"un lote de 90,000 brls de gasol",,Gasoil,1510
13478,"un lote de 95,000 brls de gasol",,Gasoline,1534
13479,un lote de diesel automotriz de,,Diesel,1394
13480,UNMARKED KEROSENE,,Kerosene,1670
27459,Gasoline,4316,Gasoline,1534
64468,JET A-1  JET FUEL,,Jet A-1,1646
27460,UMS,4316,Gasoline,1534
27887,Unleaded Mogas 91 RON,,"91 Gasoline",1018
13502,usld,,Ultra Low Sulfur Diesel,2326
13503,usld10ppm,,Ultra Low Sulfur Diesel,2326
13504,usld 10ppm,,Ultra Low Sulfur Diesel,2326
13505,usld1oppm,,Ultra Low Sulfur Diesel,2326
13506,usm,,Gasoline,1534
13507,u.s. mogas,,Gasoline,1534
13508,us mogas,,Gasoline,1534
13509,US MOGAS,,Gasoline,1534
27461,Unleaded,4316,Gasoline,1534
27888,Gasoline- 91 RON (Saudi),,"91 Gasoline",1018
27889,Gasoline 91 (Saudi),,"91 Gasoline",1018
27890,Gasoline- 91 RON,,"91 Gasoline",1018
27891,Gasoline 91,,"91 Gasoline",1018
27892,GASOLINE AI-92,,"92 Gasoline",1020
27893,GASOLINE 92-RON AT AIR BBLS AT REMARKS STS WITH BW YANGTZE OFF DUBAI,,"92 Gasoline",1020
27894,GASOLINE 92-RON NET WEIGHT AT DEG AT DEG AT DEG OBSERVE,,"92 Gasoline",1020
13538,variouscppcargos,,Clean petroleum products,1328
27895,Ton Mogas 92-Ron,,"92 Gasoline",1020
27896,OGAS 92-RON,,"92 Gasoline",1020
27897,UNLEADED GASOLINE 92-RON,,"92 Gasoline",1020
27898,GASOLINE 92-RON QUANTITY TONNES LONGTONS AT DEG AT DEG AT DEG,,"92 Gasoline",1020
27899,COMMODITY GASOLINE 92-RON BBLS,,"92 Gasoline",1020
27900,GASOLINE 92-RON NET WEIGHT AT DEG AT DEG AT DEG OBSERVED,,"92 Gasoline",1020
13617,virgin nafta,,Virgin Naphtha,2376
13618,VIRGIN NAFTA,,Virgin Naphtha,2376
13619,VIRGIN NAHPTHA,,Virgin Naphtha,2376
13620,virgin naphta,,Virgin Naphtha,2376
13626,v.nafta,,Virgin Naphtha,2376
27719,Diesel & Gas Oil,,Diesel,1394
13684,whole naphtha,,Naphtha,1886
13686,WINTER DIESEL,,Ultra Low Sulfur Diesel,2326
13687,WINTER GASOLINE,,Gasoline,1534
13690,w/ld naptha,,Naphtha,1886
27901,GASOLINE 92-RON NET WEIGHT AT DEG AT DEG AT DEG OBSERVED LIT,,"92 Gasoline",1020
13738,yet a1,,Jet A-1,1646
10497,HSD,,High Sulfur diesel,1600
46896,CONVENTIONAL REGULAR GASOLINE,,CBOB Regular,1298
27902,GASOLINE 92-RON CBM AT DEG BBLS AT DEG,,"92 Gasoline",1020
13799,AGO,,Diesel,1394
13812,Automotive Gasoil (AGO),,Diesel,1394
13835,crude oil(bonny),,bonny condensate,1238
13860,diesel ultra bajo en azufre,,Ultra Low Sulfur Diesel,2326
27903,Gasoline 93,,"93 Gasoline",1022
13886,gasoil 0.001% sulfur,,Ultra Low Sulfur Diesel,2326
13887,gasoil 0.35% s,,Gasoil,1510
13888,gasoil 10ppm s,,Ultra Low Sulfur Diesel,2326
13889,gas oil 3000ppm,,Gasoil 3000ppm,1522
13890,gas oil 500ppm,,Gasoil 500ppm,1514
13891,gasoil 500ppm sulphur,,Gasoil 500ppm,1514
13893,gas oil ago,,Gasoil,1510
13894,gas oilago,,Gasoil,1510
13895,gasoil f-76,,F-76 Military Diesel,1484
13896,gasoil s-0.7,,Gasoil 7000ppm,1528
13897,gasoil ulsd,,Ultra Low Sulfur Diesel,2326
13899,gasoleo ate,,Gasoil,1510
13900,gasolina cracking bte,,Catalytic Cracked Gasoline,1288
13901,gasolina de aviacao,,Aviation Gasoline,1138
13902,gasoline a-80,,"80 Gasoline",1002
13903,gasoline (m91ulp 10ppm),,Gasoline,1534
13904,gasolio 10 ppm s.,,Ultra Low Sulfur Diesel,2326
13905,gaso外銷92,,"92 Gasoline",1020
13906,g.oil/ess/jet,,Clean petroleum products,1328
13907,GTL diesel,,GTL Diesel,1438
27904,U.G 93R,,"93 Gasoline",1022
13909,high speed diesel 500ppm,,Gasoil 500ppm,1514
13917,jet dpk,,Jet,1644
13931,low sulphur diesel (lsd),,Low Sulfur Diesel,1760
13932,low sulphur gas oil,,Low Sulfur Diesel,1760
27905,Mogas 95,,"95 Gasoline",1024
27906,Gasoline- 95 RON,,"95 Gasoline",1024
13947,naptha-h,,Naphtha,1886
13948,naptha-l,,Naphtha,1886
13958,pd,,Gasoil 500ppm,1514
72264,GASOLINE 90B087.4LOINT,,"90 Gasoline",1016
13969,premium gasoline,,CBOB Premium,1296
13991,rbob (reformulated gasoline bob),,RBOB,2092
13002,straight run gasoil,,Gasoil,1510
27907,BZ UNL 95 10 BIANCA,,"95 Gasoline",1024
27908,BENZINA UNL 95 ESPORTAZIONE,,"95 Gasoline",1024
27909,"95.3 1%BENZ",,"95 Gasoline",1024
13014,SU10 MOGAS,,Gasoline,1534
13015,sub octane pem. gasoline,,Gasoline,1534
13016,sub octane prem. gasoline,,Gasoline,1534
67423,HIGH SULPHUR GO,,High Sulfur Gasoil,1604
27910,BZ UNL 95 LIB,,"95 Gasoline",1024
14023,ukbob,,Eurobob,1480
27911,"95.3 1% BENZ",,"95 Gasoline",1024
7043,내연기관용연료또는휘발유또는페트롤,,Gasoline,1534
7044,터빈엔진용항공기연료,,Jet,1644
27912,BZ UNL 95 ESPORTAZIONE,,"95 Gasoline",1024
7047,"0.0005 / 5ppm",,Ultra Low Sulfur Diesel,2326
7048,"0.001 / 10ppm",,Ultra Low Sulfur Diesel,2326
7049,"0.005 / 50ppm",,Gasoil 50ppm,1512
7052,"0.05 / 500ppm",,Gasoil 500ppm,1514
7053,"0.05mbg",,Marine Diesel,1806
7054,"0.05mgo",,Marine Diesel,1806
7055,"0.05 mgo",,Marine Diesel,1806
7056,"0.05%mgo",,Marine Diesel,1806
7057,"0179 gasolina",,Gasoline,1534
7059,"0.25pct gasoil",,Gasoil 2500ppm,1520
7060,"0.50% gasoil",,Gasoil 5000ppm,1526
7061,"0.5 / 5000ppm",,Gasoil 5000ppm,1526
7062,"0.5pct gasoil",,Gasoil 5000ppm,1526
7063,"0.7% gasoil",,Gasoil 7000ppm,1528
7064,"0.7 pct gasoil",,Gasoil 7000ppm,1528
7065,"0.7pct gasoil",,Gasoil 7000ppm,1528
7066,"0 nap",,Naphtha,1886
7067,"100ll(avgas)",,Jet,1644
27913,BENZINA UNL 95,,"95 Gasoline",1024
27914,BZ UNL 95 10 PPM BIANCA,,"95 Gasoline",1024
13058,sulphur diesel,,Diesel,1394
13059,sulphur free diesel,,Ultra Low Sulfur Diesel,2326
13060,sulphur free diesel (ad10),,Ultra Low Sulfur Diesel,2326
13061,SULPHUR FREE GASOIL,,Ultra Low Sulfur Diesel,2326
13079,summer ukbob gasoline,,Eurobob,1480
13084,superbob,,Gasoline,1534
13085,SUPER BOB,,Gasoline,1534
13086,super bob gasoline,,Gasoline,1534
13087,superplus 98,,"98 Gasoline",1030
27720,ATF (JET A1),,Jet A-1,1646
27721,MOGAS 97-RON,,"97 Gasoline",1028
13429,unleaded gasoline 95 ron,,"95 Gasoline",1024
13430,UNLEADED GASOLINE 95 RON,,"95 Gasoline",1024
13431,unleaded gasoline 98,,"98 Gasoline",1030
7071,"10PPM AD10 DIESEL",,Ultra Low Sulfur Diesel,2326
7072,"10ppm ad10 diesel (winter spec -5/-15)",,Ultra Low Sulfur Diesel,2326
7073,"10 ppm diesel",,Ultra Low Sulfur Diesel,2326
7074,"10PPM DIESEL",,Ultra Low Sulfur Diesel,2326
7075,"10 ppm gasoil",,Ultra Low Sulfur Diesel,2326
7076,"10 ppm gas oil",,Ultra Low Sulfur Diesel,2326
7077,"10ppm gasoil",,Ultra Low Sulfur Diesel,2326
7078,"10ppm gas oil",,Ultra Low Sulfur Diesel,2326
7079,"10ppm gasoilgas oil",,Ultra Low Sulfur Diesel,2326
7080,"10ppm g.o",,Ultra Low Sulfur Diesel,2326
7081,"10PPM ULSD",,Ultra Low Sulfur Diesel,2326
7082,"10ppm ulsd (winter spec -5/-15)",,Ultra Low Sulfur Diesel,2326
7086,"140,000 barriles de gasolina re",,Gasoline,1534
7087,"140,000 BARRILES DE GASOLINA RE",,Gasoline,1534
116602,diesel (b7),,Diesel B7,3157
69195, KEROSENO,,Kerosene,1670
27915,BZ UNL 95_10 BIANCA,,"95 Gasoline",1024
72265,GASOLINE RON 84.3,,"84 Gasoline",1006
72266,MEXICO ZMVM 87 ZMVM RD REGULAR UNLEADED GASOLINE,,"87 Gasoline",1010
27916,BZ UNL 95 LIBICA,,"95 Gasoline",1024
18035,PMS FUEL,156,Gasoline,1534
27723,BZ UNL 95 EXP,,"95 Gasoline",1024
27724,naphtha (l),,Naphtha,1886
69663,VIRGINAPHTA,,Virgin Naphtha,2376
13123,terlocargasoil,,Gasoil,1510
28260,MOGAS GASOLINE,,Gasoline,1534
28828,"GAS OIL (HSD), HIGH SPEED DIESEL",,Diesel,1394
27917,U 95,,"95 Gasoline",1024
67424,HIGH SULPHR GO,,High Sulfur Gasoil,1604
67425,High Sulphur Diesel Fuel,,High Sulfur diesel,1600
77239,CRUDE ETHANOL,,Ethanol,1474
13286,ulsd 10 ppm gasoil + gasoline,,Clean petroleum products,1328
7111,"296 gasoline 5",,Gasoline,1534
27918,Ulg-95,,"95 Gasoline",1024
7126,"31 automovil prisma lt gasolina 4 cil. 1.4 m/t ano modelo 2019 modelo",,Gasoline,1534
28829,"HIGH SPEED DIESEL, MOTOR SPIRIT",,Diesel,1394
7137,"500mt / diesel: 2",,Diesel,1394
7138,"500 ppm gasoil",,Gasoil 500ppm,1514
7139,"500ppm gasoil",,Gasoil 500ppm,1514
7140,"50 ppm gasoil",,Gasoil 50ppm,1512
7141,"50 ppm sulfur gasoil",,Gasoil 50ppm,1512
7144,"5 ums",,Gasoline,1534
7148,"60 um",,Gasoline,1534
7152,"736 gasoil 500ppm",,Gasoil 500ppm,1514
7154,"7 ums",,Gasoline,1534
7158,"80 ul",,Gasoline,1534
7162,"87 ron casoline",,"87 Gasoline",1010
7163,"87 ron gasoline",,"87 Gasoline",1010
7164,"87ron gasoline",,"87 Gasoline",1010
7165,"88r gasoline",,Gasoline,1534
7166,"88 ron gasoline",,"88 Gasoline",1012
7167,"88ron mogas",,"88 Gasoline",1012
7168,"90,000 barriles con disel",,Diesel,1394
7169,"90 ron",,"90 Gasoline",1016
7170,"90 ron gasoline",,"90 Gasoline",1016
7171,"90ron gasoline",,"90 Gasoline",1016
7172,"90ron mogas",,"90 Gasoline",1016
7173,"90 ron unleaded gasoline",,"90 Gasoline",1016
7174,"91r mogas",,"91 Gasoline",1018
7175,"91 ron gasoline",,"91 Gasoline",1018
7176,"91 ron mogas",,"91 Gasoline",1018
7177,"92r gasoline",,"92 Gasoline",1020
7178,"92ron",,"92 Gasoline",1020
7179,"92 ron",,"92 Gasoline",1020
7180,"92 ron gasoline",,"92 Gasoline",1020
7181,"92ron gasoline",,"92 Gasoline",1020
7182,"92ron mogas",,"92 Gasoline",1020
7183,"92 ron unleaded gasoline",,"92 Gasoline",1020
7184,"92ron unleaded gasoline",,"92 Gasoline",1020
7186,"93r gasoline",,"93 Gasoline",1022
7188,"95",,"95 Gasoline",1024
7189,"95r gasoline",,"95 Gasoline",1024
7190,"95r mogas",,"95 Gasoline",1024
7191,"95 ron",,"95 Gasoline",1024
7192,"95 ron gasoline",,"95 Gasoline",1024
7193,"95ron gasoline",,"95 Gasoline",1024
7194,"95 ron mogas",,"95 Gasoline",1024
7195,"95 ron unleaded gasoline",,"95 Gasoline",1024
7196,"96 ron unleaded gasoline",,"96 Gasoline",1026
7197,"97",,"97 Gasoline",1028
7198,"97ron",,"97 Gasoline",1028
7199,"98",,"98 Gasoline",1030
7200,"98ron",,"98 Gasoline",1030
7201,"98ron 10ppm s unleaded gasoline",,"98 Gasoline",1030
7203,"99 automovil prisma lt gasolina 4 cil. 1.4 m/t ano modelo 2019 modelo",,Gasoline,1534
7204,A-180 Naptha,,Naphtha A-180,1888
7205,a-310 naphtha,,Naphtha A-310,1890
7206,A-310 Naphtha,,Naphtha A-310,1890
27919,Mogas 97 RON,,"97 Gasoline",1028
27920,U 97,,"97 Gasoline",1028
27921,Alklyte,,Alkylate,1060
7217,a.alcohol,,Ethanol,1474
7277,acetona/pygas,,Pyrolysis Gasoline,2062
87554,QP FRN,,Full Range Naphtha (FRN),3076
13368,ums+jet,,Clean petroleum products,1328
13454,unleaded motor spirit/ulsd,,Clean petroleum products,1328
65212,GASOLINE 90BOB,,"90 Gasoline",1016
9313,ess/g.oil,,Clean petroleum products,1328
7349,ad10,,Ultra Low Sulfur Diesel,2326
7350,AD10,,Ultra Low Sulfur Diesel,2326
7351,ad10 diesel,,Ultra Low Sulfur Diesel,2326
7352,AD10 DIESEL,,Ultra Low Sulfur Diesel,2326
7353,AD10 DIESEL 10PPM,,Ultra Low Sulfur Diesel,2326
7354,AD10 DIESEL 10 PPM,,Ultra Low Sulfur Diesel,2326
7355,ad10 diesel 10ppm uk spec,,Ultra Low Sulfur Diesel,2326
7356,AD10 DIESEL (AD10),,Ultra Low Sulfur Diesel,2326
7357,ad10 diesel b0,,Ultra Low Sulfur Diesel,2326
7358,ad10 diesel summer spec,,Ultra Low Sulfur Diesel,2326
7359,ad10 diesel uk summer,,Ultra Low Sulfur Diesel,2326
7360,AD10 DIESEL WINTER SPEC,,Ultra Low Sulfur Diesel,2326
7361,ad10 diesel winter unmarked,,Ultra Low Sulfur Diesel,2326
7369,ado,,Ultra Low Sulfur Diesel,2326
7370,ADO,,Ultra Low Sulfur Diesel,2326
7371,ADO - Automotive Diesel Oil,,Diesel,1394
7374,ago,,Diesel,1394
7375,A.G.O,,Diesel,1394
7378,AKLYLATE,,Alkylate,1060
7381,akylate,,Alkylate,1060
27507,GASOLENE,207,Gasoline,1534
7392,alcohol etilico,,Ethanol,1474
7393,alcohol n.o.s,,Ethanol,1474
7394,ALCOLYTE,,Alkylate,1060
7395,álcool,,Ethanol,1474
7396,alcylate,,Alkylate,1060
7403,alk,,Alkylate,1060
7404,ALKALATE,,Alkylate,1060
7405,alkanes diesel,,Diesel,1394
7409,alktlate,,Alkylate,1060
7410,alky,,Alkylate,1060
7411,alkyalte,,Alkylate,1060
7412,alkykate,,Alkylate,1060
7413,alkyl,,Alkylate,1060
7414,ALKYLAT,,Alkylate,1060
7416,alkylat e,,Alkylate,1060
7417,alkylate/gasoline,,Light Ends,1730
7418,alkylate(gasoline),,Alkylate,1060
67806,GSOLINA REGULAR,,Gasoline,1534
7420,allyl alcohol외3종,,Ethanol,1474
9977,gasoleo + gasolina,,Clean petroleum products,1328
9978,gasoleo+gasolina,,Clean petroleum products,1328
7459,ambas gasolinas,,Gasoline,1534
7498,anhydrous ehtanol,,Ethanol,1474
7499,anhydrous ethanol,,Ethanol,1474
43991,Jet fuel,,Jet,1644
43979,"JET FUEL (TURBO A1) CLEAN ON BOARD: JULY 17, 2021 FREIGHT PAYABLE AS P",176,Jet A-1,1646
7630,aromatics mixture(pygas),,Pyrolysis Gasoline,2062
7631,aromatics oil (light cycle oil),,Light Cycle Oil,1726
72275,UNL MOGAS 91RON,,"91 Gasoline",1018
7669,atf,,Jet A-1,1646
7670,(atf,,Jet A-1,1646
7671,at f,,Jet A-1,1646
7672,ATF,,Jet A-1,1646
